47,"achichone%20%28L%29,%20achecone%20%28Q%29,%20llaipi%20%28M%29","agradable%20%28cosa%20agradable%29,%20gustoso,%20rico"
48,"tefk%20%28M%29,%20siet%20%28M%29",ancho
49,sanku%20%28M%29,"angosto,%20%C3%A1ngulo"
50,amelec%20chi%20%28V%29,apartaos%20vosotros
51,"%C3%A6ng,%20t%C3%A6ng%C3%A6n%20%28C%29,%20aiong%20%C3%A6n",aquellos
52,"nep%C3%A6t%20%28C%29,%20nepet%20%28M%29",%C3%A1rbol%0A-%20Sobre%20el%20%C3%A1rbol%20=%20nepet%C3%A4rr%20jech%C3%A4k%20%28M%29%0A-%20Pie%20de%20%C3%A1rbol%20=%20xllung%20%28C%29
53,chupetes%20%28Q%29,aretes
54,chip%C3%A1n%20%28M%29,"a%C3%BAn,%20todav%C3%ADa"
55,mecherr%C3%A6co%20%C3%B1ai%C3%B1%20%28V%29,ave%20hembra
56,"sacpi%20tacpi%20%28L%29,%20fappi%20%28Q%29",barb%C3%B3n
57,"maned%20%28Mar%29,%20man%20%28Z%29","beber%0A-%20Yo%20bebo%20=%20man%20ei%C3%B1%0A-%20El%20lugar%20donde%20se%20bebe%20=%20manuc,%20manuc%20%C3%A6ro%20%28V%29"
58,"peinas%20unam%20%28WL%29%28Z%29%28LL%29,%20pe%C3%B1o%20c%C3%A6ss",buenos%20d%C3%ADas
59,"ssonte%20%28M%29,%20sonto%20%28B%29,%20pessak","buitre,%20gallinazo"
60,t%C3%B3kam,abandonar
61,jaio%20%28M%29,aguado
62,"utkam%20%28M%29,%20utcam%20%28C%29",am%C3%ADgdalas
63,chonkik%20%28M%29,astro
64,"ustenic%20%28L%29,%20usinic%20%28Z%29","bacinica,%20bacinilla"
65,chelfe%20%28M%29,bilis
66,uknei%C3%B1%20%28M%29,"brincar,%20saltar"
67,"xllon%20t%C3%A6r%20%28C%29,%20jont%C3%A4rr,%20fopsi%20%28M%29,%20xllont%C3%B6r%20%28C%29",buche
68,-%C3%A6ero,terminaci%C3%B3n%20%22%C3%A6ro%22%0A-%20al%C3%A6c%C3%A6ro%20=%20del%20cacique
69,"aja%20%28M%29,%20mollepk%20%28M%29","amo,%20patr%C3%B3n"
70,cunti%20%28RS%29,atado
71,"%C3%B1ac%20%28B%29,%20%C3%B1%C3%A4ss%20%28M%29",bonito
72,hongongo%20%28B%29,abeja
73,"alp%C3%A6c%20%28C%29%28Z%29,%20olp%C3%A6k,%20alp%C3%A6c%20%28V%29","adentro,%20dentro%0A-%20Voy%20adentro%20=%20olp%C3%A6c%20o%20i%C3%B1%20t%C3%A6c%20%28V%29%0A-%20Hacia%20adentro%20=%20olp%C3%A6c%20totna%20%28V%29"
74,ch%C3%A4ko%20%28M%29,algo%20amado
75,"unam%20%28M%29%28L%29,%20etim","amanecer,%20alba%0A-%20He%20amanecido%20bien%20=%20atim%20e%20fun%0A-%20Al%20amanecer%20=%20tsiak%C3%A4l,%20%C3%B1am%20luc%C9%A5,%20caep%20luc%C9%A5"
76,nenong%20%28M%29,ano
77,f%C3%BCr%20%28M%29,a%C3%B1o
78,campoller%20%28C%29,a%20prop%C3%B3sito
79,%C3%B1asja%20%28M%29,ayer%20por%20la%20noche
80,ssir%20%28M%29,buscar
81,"llella%20%28M%29%28B%29,%20chillpi%20%28M%29",abrigo
82,s%C3%B3pik,abuelito
83,"alek%20%28B%29,%20mach%C3%A6c%20%28C%29,%20moch%C3%A4k%20%28M%29,%20machk%C3%A4ro%20%28M%29,%20huatan,%20mac%C9%A5%C3%A6c",%C3%ADdolo%20%28de%20huaca%29
84,"fi%C3%B1,%20poc%20poc%20%28C%29",agorero%20%28p%C3%A1jaro%20agorero%29
85,"fu%20%28M%29,%20fug%20%28B%29",aguja
86,toko,alacena%0AEl%20quechuismo%20%22tuqu%22%20es%20equivalente
87,"tsaj%20%28M%29,%20cerg,%20c%C3%A4g%20%28B%29,%20dserrg%20%28B%29",amargo
88,"wesja%20%28M%29,%20weiss%20%28M%29",anoche
89,amelec%20%28V%29,ap%C3%A1rtate%20t%C3%BA
90,"ap%20%28C%29%28M%29,%20kon%20%28M%29",aprender
91,"ap%20ei%C3%B1,%20ap%20az%20%28V%29","aprendo,%20aprendes"
92,aio%20%28C%29%28Z%29,aquello
93,"jen%20%28M%29,%20j%C3%A6k%20%28M%29","atar,%20cautivar"
94,"chikopek%20%28M%29,%20chikop%C3%A4k",autor
95,ajpe%20sapa%20%28RS%29,boc%C3%B3n
96,"x%C3%A6ct%C3%A6cna%20%28C%29,%20x%C3%A6ctecna",broma
97,"peinar%20%28V%29%28L%29,%20peinas%20%28Z%29,%20peines%20%28Z%29",buen
98,karren,"bullir,%20hervir"
99,x%C3%A6ct%C3%A6c%20na%20%28V%29,burla%20%28jugando%20con%20burlas%29
100,"%C3%A7%C3%A6c,%20z%C3%A6c%20%28C%29%28Z%29,%20ssuk%20%28M%29","abajo%0A-%20Hacia%20abajo%20=%20c%C3%A6ctor,%20c%C3%A6c%20torna,%20c%C3%A6c%20%28adv.%29%0A-%20De%20abajo%20=%20c%C3%A6c,%20chi%20%28V%29"
101,odka%20%28M%29,abierto
102,"menk%20ds%C3%ADs,%20namdsis",abortar
103,ep%20kessek%20%28M%29,"acicate,%20consejo"
104,"m%C3%A6cha%20%28C%29,%20much%20%28M%29",adorar
105,"macy%20coi%C3%B1,%20macy%20coz%20%28V%29",ajustar%20cuentas%20%28deudas%29
106,kichoi%20%28M%29,alga
107,"moiskik%20%28M%29,%20mois%20%28M%29,%20moix%20%28C%29,%20chepec%20%28Mar%29,%20amalai%20%28L%29",alma%0A-%20Sin%20alma%20=%20pir%20moix%20%28V%29%0A-%20Del%20alma%20mochica%20=%20moixeio%20Muchik
108,"ch%C3%A6co%20%28C%29,%20ch%C3%A4ko","amada,%20querida"
109,"ang%20%28C%29,%20toeng%20%28C%29","aquel%0A-%20De%20aquel,%20de%20ti%20=%20lequich%20%28V%29"
110,irrmo,asombrado
111,"irr%C3%A6m%20%28C%29,%20irrm%20%28M%29,%20sienk%20%28M%29","asustar,%20tener%20miedo"
112,t%C3%A4m%20%28M%29,"atenci%C3%B3n,%20dirigir%20la%20atenci%C3%B3n"
113,"rometec%20%28V%29%28L%29%28Z%29,%20pirchi%20z%C3%A6rna%20%28C%29","atolondrado,%20perturbado"
114,"churrm%20%28M%29,%20shupnat%20%28L%29",%C3%A1varo
115,"chhock,%20koch",bestia
116,tellpe,"blando,%20d%C3%A9bil"
117,"pe%C3%B1ass%20%28M%29,%20pe%C3%B1o%20chiss%C3%A4k%20%28M%29",bondad
118,"m%C3%B6silyon%20%28B%29,%20p%C3%B3ter%20%28B%29","burro,%20pata%20de%20burro"
119,porra%20%28C%29%28Z%29,adormecimiento
120,moss%20%28V%29,a%20este
121,n%C3%A4t%20%28M%29,alabar
122,feluk%20%28B%29,alfombra
123,allo%20%28M%29,algo%20m%C3%A1s
124,"u%20%28M%29,%20ukik%20%28M%29,%20uquic%20%28C%29",aliento
125,"aiin%20%28C%29,%20ain%20%28M%29,%20%C3%A7inc%20%28C%29,%20ssin%20%28M%29","all%C3%AD%20%28adv%29%0A-%20All%C3%AD%20te%20llaman%20=%20cin%20coz%20xllipquem%20%28V%29%0A-%20De%20all%C3%AD%20=%20ei%20nich,%20ciuquich%0A-%20All%C3%AD%20mismo%20=%20ssin%20ana%20%28M%29,%20%C3%A7in%20pitan%20%28V%29"
126,"on%C3%A4k%20pelen%20%28M%29,%20onek%20pelen%20%28M%29",anteayer
127,"nang%20uss%20%28C%29,%20nanguss%20%28M%29",antes%0A-%20De%20antes%20=%20%C3%A6p%C3%A6cna%20%28V%29%0A-%20Antes%20que%20t%C3%BA%20vinieses%20=%20%C3%A6ntazta%20tzhang%20teziun
128,nerk%20%28M%29,apagar
129,ciom%C3%A6n%20c%C3%A6n%20%28V%29,as%C3%AD%20mismo
130,"ziom%C3%A6ngz%C3%A6n%20%28C%29,%20cio%20m%C3%A6n%20%28C%29",asimismo
131,"jir%20%28M%29%28Z%29,%20xllic%20%28C%29","absolutamente,%20completamente,%20totalmente"
132,"siaip%20%28M%29,%20lyam,%20myany",acabar
133,jom%20%28M%29,adornar
134,"utcam%20%28C%29,%20utkam%20%28M%29",agallones%20%28am%C3%ADgdalas%29
135,"arts%C3%B3peke,%20quixmic,%20kismike","antepasado,%20antiguo%28a%29"
136,mude%20%28B%29,arbusto%20para%20cercos
137,"pui%20%28M%29,%20puj%20%28C%29","ascender,%20subir"
138,fench%C3%A4p%20%28M%29,atr%C3%A1s
139,"ataz%20%28C%29,%20at%20%28M%29,%20p%C3%A6iz%20%28C%29,%20p%C3%A4is%20%28M%29",aunque
140,%C2%A1mai%C3%B1%21,"%21ay%21%0A-%20%C2%A1ay%20de%20mi%21%20=%20%C2%A1ana%20moi%C3%B1%21,%20%C2%A1ana%20xiana%21%20%28V%29"
141,pelen%20%28Bas%29%28M%29%28V%29,ayer%0A-%20Has%20de%20ir%20como%20ayer%20=%20tukas%20pelen%20man
142,janmo,barranco
143,tum%20%28M%29,barro%0A-%20Plato%20de%20barro%20=%20tuma%20plat%C3%B3n
144,"jim%20%28B%29,%20jaik%20%28M%29",bat%C3%A1n
145,"pe%C3%B1ass%20%28M%29,%20pe%C3%B1%C3%A6ss%20%28V%29",bienes
146,"shemeteque%20%28L%29,%20she%20meteque%20%28L%29","bulto,%20paquete"
147,"x%C3%A6ctocna,%20x%C3%A6ctecna",burla
148,ajiss%C3%A6k%20%28M%29%28Z%29,"acci%C3%B3n,%20accionar,%20acto"
149,"loctopan,%20locan%20%28V%29",adi%C3%B3s%20%28a%20uno%29
150,lec%20%28Z%29%28M%29,"%C2%BFa%20d%C3%B3nde%3F%20%28interr.%29%0A-%20A%20donde%20Pedro%20=%20Pedrong%20lec%20%28V%29%0A-%20A%20donde,%20en%20qu%C3%A9%20lugar%20=%20inc%20%28C%29%20%28adv.%29%0A-%20%C2%BFA%20d%C3%B3nde%20est%C3%A1%3F%20=%20%C2%BFinonc%20loc%3F%20%28C%29%20%28adv.%29"
151,%C3%A6xllang%20%28C%29,agacharse
152,cin%20pitan%20%28C%29,ah%C3%AD%20mismo%20%28adv%29
153,"jam%20%28M%29%28V%29%28L%29,%20xaam%20%28B%29,%20xllamu",algod%C3%B3n
154,"choeco%20%28C%29,%20ch%C3%A4k",amado
155,"c%C9%A5%C3%A6c%20%28C%29,%20chec","amar%0A-%20Amar,%20querer%20=%20tem%20%28M%29,%20llik%20%28M%29"
156,%C3%A4pak,amigo
157,%C2%BFintse%20sagma%3F,%C2%BFD%C3%B3nde%20andas%3F%0Aandas%20%28de%20andar%29
158,%C3%B1angcuio%20%C3%B1ai%C3%B1%20%28V%29,ave%20macho
159,"diacome,%20pulato%20%28B%29",avispa
160,"ch%C3%A4ko%20%28M%29,%20ch%C3%A4ko%20chiss%C3%A6k%20%28M%29","benevolencia,%20simpat%C3%ADa"
161,"%C3%B1ikop%C3%A4k%20%28M%29,%20%C3%B1icop%C3%A6c",bienhechor
162,ium%20%28M%29,bucear
163,pe%C3%B1o%20nep%C3%A6c%20%28WL%29,buen%20%C3%A1rbol
164,"fak%20%28M%29,%20fec%20%28V%29",buey
165,oj,acostarse
166,"laio%20%28C%29%28Z%29,%20jaio%20%28M%29",acuoso
167,"lech%20chip%C3%A6c%20%28C%29,%20lec%C9%A5%20chip%C3%A6c",adulto
168,cheko%20chissek%20%28M%29,afecto
169,tektek%20%28M%29,ala
170,fu%20%28M%29,alfiler
171,ong%20%28V%29%28SCH%29,algarrobo%0A-%20Flor%20de%20algarrobo%20=%20po%C3%B1a
172,j%C3%B6ng%20%28M%29,"alzarse,%20levantarse"
173,metzh%C3%A6qu%20%28C%29,amenzar%0A-%20soler%20amenzar%20=%20metzh%20c%C3%A6p%C3%A6%20coi%C3%B1%20%28V%29
174,"kall%C3%A4pak,%20kallapek%20%28M%29","amigable,%20sonriente%0A-%20Poco%20amigable%20=%20posop%C3%A4k%20%28M%29"
175,mitso,"amigos,%20hermanos%0A-%20Hacer%20amigos%20=%20chicllamc"
176,chamache,anchoveta
177,"antse,%20anche",anda%0A-%20Anda%20trae%20=%20an%20tet%20%28V%29%0A-%20Anda%20a%20comer%20=%20an%20funod%20%28V%29
178,tsurrm%20%28M%29,apretar
179,"ol%C3%A6ch%C3%A6c%20%28C%29,%20fok%20%28M%29,%20f%C3%B3nke%20%28B%29,%20olec%C9%A5%C3%A6c%20%28V%29",arriba%0A-%20Hacia%20arriba%20=%20olc%C9%A5%20totna%20%28V%29%0A-%20De%20arriba%20=%20olech%20tot%20ich%20%28V%29
180,aker,a%20ver
181,chim%20%28M%29,bailar%0A-%20%C2%BFQuieres%20bailar%3F%20=%20%C2%BFlokas%20tsenimnam%3F
182,filla%20%28B%29,bast%C3%B3n%0A-%20Bast%C3%B3n%20de%20mando%20=%20pup%20%28B%29
183,"pol,%20polod%20eio%20%28V%29",bazo
184,"sap%20%28V%29%28B%29,%20sape%20%28L%29%28Kos%29%28Z%29",boca%0A-%20En%20la%20boca%20=%20ssap%C3%A6c%20%28V%29
185,pufpuf%20%28C%29%28M%29,bofes
186,"peinas%20neis%20%28M%29,%20pernar%20neiz",buenas%20noches
187,"%C3%B1amo%20%28M%29,%20%C3%B1amu",ahumado
188,"kus%20%28M%29,%20kuts%20%28M%29",aire
189,%C3%B1un,"aldea,%20pueblo"
190,"ain%20%28M%29,%20ssiuk%20%28M%29","all%C3%A1%0A-%20Por%20all%C3%A1%20=%20coing%20na%20%28V%29%0A-%20M%C3%A1s%20all%C3%A1%20=%20cietna%20%28V%29,%20cietu%0A-%20De%20all%C3%A1%20=%20ssin%20ich%20%28M%29%0A-%20Hacia%20all%C3%A1%20=%20ciuc%20totna%20%28V%29%0A-%20All%C3%A1%20mismo%20=%20ssin%20pitan%20%28M%29"
191,%C3%A6ntazta%20%28V%29,antes%20que%0A-%20Antes%20que%20yo%20me%20fuese%20=%20%C3%A6ntazta%20moi%C3%B1%20t%C3%A6ziuno%20%28V%29
192,"ame%20%28C%29,%20aie%20%28M%29%28Z%29",as%C3%AD%20%28adv%29
193,jurr%20%28M%29,"%C3%A1spero,%20acre"
194,chepk%20%28M%29,atacar
195,"shemeteque%20%28L%29,%20xemet%C3%A6c","atado,%20paquete"
196,"%C3%B1ai%C3%B1%20%28C%29,%20nyan%20%28Bas%29,%20%C3%B1a%C3%B1%20%28B%29,%20%C3%B1a%C3%B1e%20%28L%29%28Q%29%28Z%29",ave
197,"oxall%C3%A6n%20%28C%29,%20oijm%20%28M%29,%20oxllm%C3%A6d%20%28C%29",avergonzarse
198,"xemet%C3%A6c%20%28C%29,%20tektep%20%28M%29",axila
199,"chi%C3%A7%C3%A6c,%20chiz%C3%A6r,%20chic%C3%A6c%20%28C%29",bien%20%28gracias%29
200,"cap%C3%A6cnem%20c%C3%A6p%C3%A6c%20%28C%29,%20cap%C3%A6c%20%C3%A6ss%20%28V%29",abogado
201,ss%C3%B6l%20%28M%29,"absolver,%20liberar"
202,"r%C3%BCz%20%28M%29,%20rutc","acequia,%20canal"
203,op%C3%A6c%20ich%20%28V%29,"adentro,%20de%20adentro"
204,is%3F%20%28M%29,%C2%BFa%20d%C3%B3nde%3F
205,campoller%20%28C%29%28Z%29,"adrede,%20a%20prop%C3%B3sito"
206,moijei%C3%B1%20%28M%29,afligirse
207,"ssin%20%28M%29%28B%29,%20zin%20%28C%29","ah%C3%AD%0A-%20%C2%BFEst%C3%A1%20ah%C3%AD%3F%20=%20loc%C3%A6ng%C3%A7in%0A-%20De%20ah%C3%AD%20=%20min%20ich%20%28M%29,%20men%20ich%20%28M%29,%20ssiuk%20ich%20%28M%29%20"
208,kais,"alimentar,%20conservar"
209,"col%20%28Mar%29,%20coq",animal
210,"f%C3%BCr%20mei%C3%B1%20%28M%29,%20f%C3%A6rmei%C3%B1%20%28M%29",anualmente
211,"%C3%A7io%20%28C%29,%20aio%20%28C%29,%20aiung%C3%B3%20%28M%29","aquel%20%28pron%29,%20suyo"
212,"ianchek%20%28M%29,%20ianch%C3%A4k%20%28M%29,%20yantshek%20%28B%29",ara%C3%B1a
213,%C3%B1um%20ssak%20%28M%29,"audici%C3%B3n,%20oido"
214,jerrep%20%28M%29,ausente
215,"sacpi%20%28B%29,%20sakpi%20%28M%29,%20com%C3%A6n%20%28C%29",barba
216,ayen%20%28Kos%29,bien
217,"chumap%C3%A4k%20%28M%29,%20chumao%20%28L%29,%20chumay%20%28Q%29%28Z%29",borracho
218,"peinas%20nerrem%20%28WL%29%28Z%29%28LL%29,%20peinas%20sinape",buenas%20tardes
219,"filca%20%28Z%29,%20fijka%20%28M%29,%20fixlla%20%28C%29","caballero,%20noble"
220,t%C3%BCp%20%28M%29%28B%29,caballito%20de%20totora
221,"coj,%20col",caballo%0A-%20Voy%20a%20caballo%20=%20coler%20ei%C3%B1%20t%C3%A6c%0A-%20Encima%20del%20caballo%20=%20colu%20cap%C3%A6c%0A-%20De%20los%20caballos%20=%20colungo%20%C3%A6no%0A-%20Para%20los%20caballos%20=%20colung%20%C3%A6no%20p%C3%A6n%0A-%20%C2%BFTe%20vas%20a%20caballo%3F%20=%20tuk%C3%A4s%20kojer%3F
222,%C3%A7ac,cabello
223,"jacse%20%28RS%29%28L%29,%20jersqui%20%28V%29,%20jech%20%28M%29,%20jeech%20%28B%29","cabeza%0A-%20El%20remolino%20de%20la%20cabeza%20=%20cuntzhiu,%20cuntzhiungo%0A-%20En%20la%20cabeza%20=%20lech%C3%A6c"
224,laiti%20%28M%29,cad%C3%A1ver
225,"tzhipa%20%28C%29%28V%29,%20tzhipango%20%28V%29,%20chipa%20%28M%29,%20tsipa%20%28M%29","cadera,%20pelvis"
226,nam%20%28M%29%28C%29,"caer%0A-%20Cae,%20cay%C3%B3%20=%20n%C3%A1mpa"
227,huy%20%28RS%29,caerse
228,kal%20%28M%29,cal
229,chun%20%28M%29,calabaza
230,n%C3%BCv%20%28M%29,calentar
231,pe%C3%B1o%20chissak%20%28M%29,calidad
232,millkss%C3%A4k,"calumnia,%20habladur%C3%ADa"
233,yarnan%20loc%20%28L%29,calla%20la%20boca
234,yarn%20%28L%29%28Z%29,callar
235,iarrn%20%28M%29%28Z%29,callarse
236,"chicahay%20%28L%29,%20chichay%20%28L%29,%20chai%20%28M%29",calor
237,"tica%20%28C%29,%20tik%C3%A4%20%28M%29,%20ticango%20%28V%29","calva,%20la%20calva"
238,"cojpam%20%28L%29%28Z%29,%20copp%C3%A1n%20%28V%29,%20cogpu%20%28B%29",calz%C3%B3n
239,"nush%20%28B%29,%20iang%20%28M%29,%20much",camarones
240,siajm%20%28M%29,caminar
241,"kono%20%28M%29,%20konongo%20%28M%29",camino
242,"chesko%20%28M%29,%20cheskngo%20%28M%29",camisa
243,"op%C3%A6n%20%28C%29,%20%C3%B6p%20%28M%29,%20opem%20%28B%29,%20opene%20%28L%29%28Q%29%28Z%29",camote
244,r%C3%BCz%20%28M%29,"canal,%20acequia"
245,xllamu%20%28C%29%28V%29,canas%0A-%20Pelo%20blanco%20=%20jamu%20%28M%29
246,"japass%20%28M%29,%20japa","canasta,%20canasto"
247,"hermot%20%28L%29,%20apum%20%28V%29,%20quersu",cancha%20%28ma%C3%ADz%20tostado%29
248,"joc%20%28L%29,%20hog%20%28V%29,%20oog%20%28B%29",candela
249,"yan%20%28B%29,%20uij%20%28M%29,%20iang",cangrejo
250,osp%20%28M%29,cansarse
251,fill%20%28M%29,cantar
252,fi%C3%A1%20%28L%29,c%C3%A1ntaro
253,"manur%20%28C%29,%20manuk%20%28M%29","cantinas,%20lugar%20donde%20se%20bebe"
254,quechcan%20%28B%29,canto
255,"coma%20%28L%29%28V%29,%20cumoss%20%28M%29",ca%C3%B1a
256,m%C3%A6tc%C3%A6n%C3%B3%20cum%C3%B3%20%28V%29,ca%C3%B1as%20grandes
257,"kum%C3%B3%20%28M%29,%20kumoss%20%28M%29",ca%C3%B1a%20de%20az%C3%BAcar
258,"chop%20%28M%29,%20faij%20%28Bas%29%28M%29,%20faig%20%28B%29","ca%C3%B1averal,%20paja"
259,uis%20%28M%29,"ca%C3%B1averal,%20totora"
260,"jucto%20%28B%29%28V%29,%20lutu%20%28C%29,%20jute%20%28M%29","capuz,%20cap%C3%BAs%0A-%20Sin%20capuz%20=%20pir%20lutu"
261,"toc%20%28L%29,%20torque%20%28V%29,%20tot%20%28B%29","cara,%20la%20cara"
262,foji,caracol
263,kosk%20%28M%29,"carb%C3%B3n%20encendido,%20brasa"
264,okis%20%28B%29,cardo%20santo%20%28vegetal%29
265,"quenchum%20%28B%29,%20chichuy%20%28RS%29,%20consh%20%28V%29,%20conschoc%20%28L%29,%20concho%20%28V%29",carne
266,"%C3%A6rquic%20%28C%29,%20consiche%20%28Q%29,%20c%C3%A6nc%C9%A5o","carne%0A-%20De%20carne%20=%20arkeng%20kapo%20%28M%29%0A-%20Carne%20humana%20=%20%C3%A6rquic,%20%C3%A6rqueeng%20%28V%29"
267,c%C9%A5ec%C9%A5%20%28C%29,carrillo
268,kopi%20%28B%29%28SCH%29,carrizo
269,"ane%20%28B%29,%20anik%20%28Bas%29,%20an%20%28C%29,%20%C3%A1nek,%20%C3%A9nek",casa%0A-%20Rinc%C3%B3n%20de%20la%20casa%20=%20kechik%0A-%20A%20mi%20casa%20voy%20=%20enec%20oi%C3%B1%20t%C3%A6c%20%28V%29%0A-%20A%20casa%20de%20Mar%C3%ADa%20=%20Mariang%20lec%0A-%20Casa%20de%20la%20luna%20=%20Sic%C3%A1n
270,"i%C3%B1icuc,%20i%C3%B1ikuk",casadera
271,casaro%20%28C%29,casado%0A-%20Hombre%20casado%20=%20casaro%20%C3%B1of%C3%A6n%20%28V%29%0A-%20Yo%20con%20ella%20deseamos%20casarnos%20=%20moi%C3%B1%20totang%20loc%20casar%20%28V%29
272,jen%20%28M%29,"cautivar,%20atar"
273,n%C3%A1mpa,"cay%C3%B3,%20cae"
274,eishda%20%28B%29,caza
275,llepc%20%28C%29,"cebar,%20amansar"
276,"not%C3%A6n%20%28C%29,%20not%C3%A4n%20%28M%29",cejas
277,"jumik%20%28M%29,%20jumir%20%28M%29",cementerio
278,oijop%20%28M%29,ceniza
